bin name	MAG	prodigal_count	mag	domain	completion	redundancy	total_length	domain	phylum	class	order	family	genus	depth!d10	depth!d20	depth!d30	depth!d40	depth!d70	depth!d90	depth!d110	depth!d130	depth!d150	depth!d170	depth!d190	depth!d200	depth!d210	depth!d220	depth!d230	depth!d240	cluster_members	closest_cluster_member	furthest_cluster_member
s_SalMarSW160210MG_3_8917618_Bin_14_contigs	s_SalMarSW160210MG_3_8917618_Bin_14	3361	s_SalMarSW160210MG_3_8917618_Bin_14	BACTERIA	78.87	2.82	3766598	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	0.007986726	0.318378764	0.493014241	0.518960998	0.220606432	0.347973778	0.01981083	0.036041293	0.052283879	0.062581276	0.228336955	0.160155596	0.221350793	0.078344593	0.030067009	0.054803068	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_2_3_contigs	s_SalMarSW160210MG_3_8917618_Bin_2_3	3456	s_SalMarSW160210MG_3_8917618_Bin_2_3	BACTERIA	88.73	7.04	3506637	Bacteria	Chloroflexota	Anaerolineae	unknown	unknown	unknown	0.100853227	0.005572604	0.099925402	0.027473464	0.792786407	0.538142234	0.335306711	0.226961383	0.180856266	0.204734006	0.778888437	0.325992097	0.433860582	0.028857119	0.01840293	0.03362313	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_23_1_contigs	s_SalMarSW160210MG_3_8917618_Bin_23_1	2019	s_SalMarSW160210MG_3_8917618_Bin_23_1	BACTERIA	88.73	2.82	2105263	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	unknown	0.000166491	0.000114766	0.000281257	0.000413803	0.001511352	0.000809826	0.000314393	0.000665156	0.00019882	5.73829E-05	6.22321E-05	0.009398668	0.112049353	0.000383899	9.69851E-06	0.000105067	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_23_2_contigs	s_SalMarSW160210MG_3_8917618_Bin_23_2	2363	s_SalMarSW160210MG_3_8917618_Bin_23_2	BACTERIA	91.55	1.41	2831866	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	unknown	0.009603145	0.000808209	0.003257084	0.004389386	0.014588989	0.025102986	0.005132938	0.006898068	0.006297568	0.001191301	0.002774583	0.002793172	0.729291047	0.356768714	0.002472313	0.011369891	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_28_contigs	s_SalMarSW160210MG_3_8917618_Bin_28	3833	s_SalMarSW160210MG_3_8917618_Bin_28	BACTERIA	98.59	1.41	4600113	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	unknown	0.019399452	0.005269526	0.136190569	0.052943378	0.284103409	0.191391276	0.166119374	0.140959813	0.171145629	0.016437364	0.257196499	0.210790728	0.413573716	0.171392133	0.018659132	0.451568452	4	99.41	97.6
s_SalMarSW160210MG_3_8917618_Bin_30_contigs	s_SalMarSW160210MG_3_8917618_Bin_30	2741	s_SalMarSW160210MG_3_8917618_Bin_30	BACTERIA	83.1	4.23	2621570	Bacteria	Patescibacteria	GCA-002792135	GCA-2792135	unknown	unknown	0.08474642	7.03142E-05	0.217333184	0.000710416	0.163347216	0.167428673	0.138151285	0.161853645	0.107659967	0.074933141	0.329802805	0.20881708	0.284475185	0.139162356	0.006410718	0.342656568	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_32_contigs	s_SalMarSW160210MG_3_8917618_Bin_32	3375	s_SalMarSW160210MG_3_8917618_Bin_32	BACTERIA	74.65	2.82	3480789	Bacteria	Chloroflexota	Anaerolineae	UBA2200	UBA2200	unknown	0.005025446	0.000454214	0.053212511	0.003490657	0.143665699	0.081725333	0.115646693	0.141920774	0.027458917	0.016611129	0.071874876	0.036819599	0.205495339	0.039237761	0.003088977	0.005698685	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_33_2_contigs	s_SalMarSW160210MG_3_8917618_Bin_33_2	2294	s_SalMarSW160210MG_3_8917618_Bin_33_2	BACTERIA	87.32	0	2337086	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA2162	MGML01	0.01313502	0.001988195	0.060089566	0.006822904	0.174937748	0.139161547	0.097171833	0.052987021	0.082156109	0.093609245	0.094324511	0.152164829	0.233164391	0.069779997	0.015145845	0.028637286	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_43_contigs	s_SalMarSW160210MG_3_8917618_Bin_43	2726	s_SalMarSW160210MG_3_8917618_Bin_43	BACTERIA	91.55	2.82	3006252	Bacteria	Zixibacteria	MSB-5A5	GN15	12-Feb	unknown	0.121371241	0.000120423	0.054664864	0.002632338	0.355082789	0.292382707	0.10817318	0.09831949	0.043674831	0.016787319	0.023946438	0.165636065	0.217046269	0.057470159	0.004095197	0.038772233	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_51_contigs	s_SalMarSW160210MG_3_8917618_Bin_51	3494	s_SalMarSW160210MG_3_8917618_Bin_51	BACTERIA	94.37	4.23	4326531	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	0.238576969	0.061501508	0.098029343	0.243629087	0.566143459	0.751287276	0.205643242	0.224952174	0.227245064	0.167402003	0.195506679	0.373851837	0.409179482	0.089113176	0.002023757	0.01281012	6	99.91	99.28
s_SalMarSW160210MG_3_8917618_Bin_63_1_contigs	s_SalMarSW160210MG_3_8917618_Bin_63_1	1961	s_SalMarSW160210MG_3_8917618_Bin_63_1	BACTERIA	91.55	0	2187135	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	0.015046436	0.000593226	0.031630894	0.012247606	0.101423823	0.130961454	0.073256106	0.082517379	0.06909706	0.018564571	0.064791728	0.071019791	0.200176513	0.074585611	0.004244716	0.0720446	1	0	0
s_SalMarSW160210MG_3_8917618_Bin_64_contigs	s_SalMarSW160210MG_3_8917618_Bin_64	2168	s_SalMarSW160210MG_3_8917618_Bin_64	BACTERIA	90.14	0	2299344	Bacteria	WOR-3	WOR-3	unknown	unknown	unknown	0.105468103	0.000113958	0.487895851	0.000131738	0.003191619	0.005166075	0.006782494	0.027690065	0.004350592	0.009356641	0.269044042	0.007204379	0.608045079	0.205489682	0.00982217	0.024802332	4	99.95	99.85
s_SalMarSW160210MG_3_8917618_Bin_65_contigs	s_SalMarSW160210MG_3_8917618_Bin_65	1850	s_SalMarSW160210MG_3_8917618_Bin_65	ARCHAEA	97.37	2.63	1860762	Archaea	Thermoplasmatota	E2	JdFR-43	JdFR-43	unknown	0.002199946	8.32456E-05	0.00041542	0.000199628	0.026600598	0.035510299	0.057083027	0.001723103	0.000705567	0.06093172	0.028699518	0.621967295	1.012149005	0.059287014	6.78896E-05	0.000685362	2	99.99	99.99
s_SalMarSW160210MG_3_8917618_Bin_69_contigs	s_SalMarSW160210MG_3_8917618_Bin_69	1725	s_SalMarSW160210MG_3_8917618_Bin_69	BACTERIA	97.18	0	1773011	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Demequinaceae	unknown	0.004533247	0.072113298	0.056375843	0.258791905	0.122254613	0.105382433	0.006593373	0.0007088	0.000116382	0.000276408	0.000869633	0.0131035	0.507354302	0.002682447	8.4862E-05	0.002012442	3	99.67	99.6
s_SalMarSW160210MG_4_8917616_Bin_12_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_12_1	2130	s_SalMarSW160210MG_4_8917616_Bin_12_1	BACTERIA	92.96	1.41	2292141	Bacteria	WOR-3_B	UBA3072	UBA3072	UBA3072	unknown	0.269108699	0.002572531	0.012302565	0.044865324	0.081958098	0.130856387	0.27891632	0.141204701	0.044879064	0.014116187	0.009601528	0.039645907	0.00618846	0.061610616	0.000526144	0.002932992	3	99.88	99.31
s_SalMarSW160210MG_4_8917616_Bin_16_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_16_1	1858	s_SalMarSW160210MG_4_8917616_Bin_16_1	BACTERIA	92.96	1.41	1727689	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	unknown	0.15139703	0.004416057	0.05586748	0.089005684	0.238196303	0.286410847	0.094819135	0.101539397	0.072817248	0.038969436	0.052431781	0.080171146	0.062021995	0.038478045	0.007766085	0.057951852	1	0	0
s_SalMarSW160210MG_4_8917616_Bin_19_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_19_1	1813	s_SalMarSW160210MG_4_8917616_Bin_19_1	BACTERIA	77.46	2.82	1682542	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	unknown	0.154231421	0.000646568	0.019611203	0.013819574	0.168141514	0.203175778	0.085796284	0.097208202	0.076686955	0.022901423	0.025526488	0.038808602	0.044845119	0.041276066	0.008461145	0.025100561	1	0	0
s_SalMarSW160210MG_4_8917616_Bin_22_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_22_1	2386	s_SalMarSW160210MG_4_8917616_Bin_22_1	BACTERIA	94.37	1.41	2695861	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	Fen-1362	0.402959501	0.003167373	0.048393158	0.24086986	0.723285242	0.681719029	0.380918013	0.315154817	0.104109503	0.075327547	0.059858418	0.360710351	0.095477826	0.085207908	0.00056413	0.012076266	9	99.81	99.19
s_SalMarSW160210MG_4_8917616_Bin_22_2_contigs	s_SalMarSW160210MG_4_8917616_Bin_22_2	1628	s_SalMarSW160210MG_4_8917616_Bin_22_2	BACTERIA	92.96	0	1502578	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	JdFR-56	0.104669592	0.001142	0.036858393	0.019776077	0.201789699	0.263880391	0.120531511	0.074245355	0.075379272	0.0314838	0.04198729	0.057958317	0.032523157	0.038436018	0.00100218	0.083391053	5	99.5	99.27
s_SalMarSW160210MG_4_8917616_Bin_31_2_contigs	s_SalMarSW160210MG_4_8917616_Bin_31_2	2304	s_SalMarSW160210MG_4_8917616_Bin_31_2	BACTERIA	88.73	1.41	2627628	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	RBG-13-46-10	0.2061904	0.000374201	0.005169308	0.004062061	0.093692491	0.092101126	0.235534869	0.133829789	0.11019532	0.021438564	0.014726385	0.031719797	0.010113125	0.067503271	0.000565747	0.007277926	2	99.8	99.8
s_SalMarSW160210MG_4_8917616_Bin_32_contigs	s_SalMarSW160210MG_4_8917616_Bin_32	2149	s_SalMarSW160210MG_4_8917616_Bin_32	BACTERIA	73.24	2.82	2300151	Bacteria	RBG-13-66-14	unknown	unknown	unknown	unknown	0.116431464	5.415E-05	0.017125959	0.001137959	0.039487498	0.074453873	0.032985453	0.061481302	0.090583309	0.040693347	0.057739293	0.061926626	0.034773212	0.016540815	0.000163258	0.047428156	1	0	0
s_SalMarSW160210MG_4_8917616_Bin_36_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_36_1	2500	s_SalMarSW160210MG_4_8917616_Bin_36_1	BACTERIA	83.1	1.41	2607878	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	unknown	0.162155107	0.000149519	0.001951018	0.018838555	0.208914874	0.249511235	0.107925868	0.075404327	0.011348069	0.004208347	0.002608092	0.002888541	0.000938331	0.031718181	0.000148711	0.007038696	2	99.62	99.62
s_SalMarSW160210MG_4_8917616_Bin_43_2_contigs	s_SalMarSW160210MG_4_8917616_Bin_43_2	562	s_SalMarSW160210MG_4_8917616_Bin_43_2	BACTERIA	83.1	2.82	537044	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	unknown	unknown	0.116201933	2.26299E-05	0.006180378	0.000184272	0.013124514	0.038811027	0.003826064	0.055811713	0.03983422	0.007927727	0.007162352	0.007184982	0.016622444	0.007116284	0.000529377	0.008949303	4	99.96	99.55
s_SalMarSW160210MG_4_8917616_Bin_43_4_contigs	s_SalMarSW160210MG_4_8917616_Bin_43_4	744	s_SalMarSW160210MG_4_8917616_Bin_43_4	BACTERIA	80.28	2.82	741723	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GWA2-38-27	unknown	0.06363114	5.09172E-05	0.011703681	0.000345914	0.024100806	0.047571209	0.056584361	0.041706033	0.019676668	0.016214298	0.021554138	0.019003429	0.018894321	0.029623302	0.007532512	0.070732876	5	99.86	99.04
s_SalMarSW160210MG_4_8917616_Bin_45_contigs	s_SalMarSW160210MG_4_8917616_Bin_45	3314	s_SalMarSW160210MG_4_8917616_Bin_45	BACTERIA	95.77	0	3295239	Bacteria	Spirochaetota	unknown	unknown	unknown	unknown	0.211720169	0.001324655	0.011955843	0.023754084	0.167556371	0.369502862	0.157401219	0.142203648	0.061592835	0.05424702	0.038777082	0.107133014	0.02079523	0.024737675	0.002659817	0.009675884	1	0	0
s_SalMarSW160210MG_4_8917616_Bin_48_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_48_1	1121	s_SalMarSW160210MG_4_8917616_Bin_48_1	BACTERIA	77.46	2.82	1013007	Bacteria	Patescibacteria	Microgenomatia	UBA1400	UBA1400	unknown	0.072235338	3.15202E-05	0.001061987	0.000311969	0.021025569	0.038761726	0.052095566	0.028932283	0.008425584	0.003973966	0.00269942	0.009016385	0.000910852	0.01322069	5.415E-05	0.000900345	2	99.47	99.47
s_SalMarSW160210MG_4_8917616_Bin_48_5_contigs	s_SalMarSW160210MG_4_8917616_Bin_48_5	692	s_SalMarSW160210MG_4_8917616_Bin_48_5	BACTERIA	77.46	1.41	675934	Bacteria	Patescibacteria	Paceibacteria	Portnoybacterales	UBA2143	unknown	0.14903221	2.66709E-05	0.032072176	0.000689403	0.03173192	0.050977004	0.069807476	0.033347531	0.028160443	0.087136296	0.012637971	0.053978694	0.009301683	0.026118905	0.000139012	0.056041245	5	99.69	99.28
s_SalMarSW160210MG_4_8917616_Bin_66_2_contigs	s_SalMarSW160210MG_4_8917616_Bin_66_2	580	s_SalMarSW160210MG_4_8917616_Bin_66_2	BACTERIA	73.24	4.23	503656	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GWA2-38-27	unknown	0.034389313	0.000304695	0.006441429	0.019843967	0.030856629	0.032700155	0.018746419	0.018663981	0.008538733	0.00355693	0.002376944	0.002901472	0.000927016	0.00617472	0.000114766	0.001141192	1	0	0
s_SalMarSW160210MG_4_8917616_Bin_7_3_contigs	s_SalMarSW160210MG_4_8917616_Bin_7_3	1721	s_SalMarSW160210MG_4_8917616_Bin_7_3	BACTERIA	74.65	1.41	1682662	Bacteria	Actinobacteriota	Acidimicrobiia	UBA5794	UBA5794	unknown	0.15740041	0.001090275	0.018554065	0.003375083	0.134326838	0.356007381	0.083521983	0.139059713	0.046017023	0.049392913	0.067344862	0.080270556	0.121397911	0.015927384	0.001465284	0.004927653	2	99.52	99.52
s_SalMarSW160210MG_4_8917616_Bin_72_1_contigs	s_SalMarSW160210MG_4_8917616_Bin_72_1	1339	s_SalMarSW160210MG_4_8917616_Bin_72_1	ARCHAEA	77.63	1.32	1263166	Archaea	Aenigmarchaeota	Aenigmarchaeia	unknown	unknown	unknown	0.078392277	0.000259435	0.112929493	0.000416228	0.136070954	0.209297965	0.115977251	0.100335164	0.093239894	0.062395387	0.065397077	0.206729475	0.170583923	0.056745195	0.00047846	0.039363842	3	95.49	95.16
s_SalMarSW160210MG_4_8917616_Bin_75_contigs	s_SalMarSW160210MG_4_8917616_Bin_75	2557	s_SalMarSW160210MG_4_8917616_Bin_75	BACTERIA	95.77	0	3117036	Bacteria	Zixibacteria	MSB-5A5	MSB-5A5	SM1-73	SM23-73-3	0.394924283	0.000165683	0.177091626	0.002864294	0.077074088	0.064949329	0.066906004	0.283009901	0.156567146	0.07328601	0.123947812	0.185851	0.260845565	0.078427839	0.012391468	0.008060273	5	99.85	99.77
s_SalMarSW160220MG_2_8858942_Bin_18_1_contigs	s_SalMarSW160220MG_2_8858942_Bin_18_1	1642	s_SalMarSW160220MG_2_8858942_Bin_18_1	BACTERIA	78.87	2.82	1493500	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	RBG-16-60-22	0.611943073	0.002581421	0.033096178	0.146339256	0.402017129	0.444785958	0.36986494	0.349162655	0.196609076	0.027189783	0.015724523	0.061314811	0.017118685	0.106804881	0.001154123	0.014647988	3	98.85	98.79
s_SalMarSW160220MG_2_8858942_Bin_19_contigs	s_SalMarSW160220MG_2_8858942_Bin_19	2757	s_SalMarSW160220MG_2_8858942_Bin_19	BACTERIA	90.14	5.63	3149579	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	RBG-13-46-10	0.555980225	0.00037016	0.233671946	0.085459261	1.096990794	1.50336498	0.797702745	0.496336791	0.79471722	0.520033492	0.464229861	0.833458741	0.565991515	0.347839616	0.013261101	0.229681816	12	99.56	99.06
s_SalMarSW160220MG_4_8917368_Bin_14_contigs	s_SalMarSW160220MG_4_8917368_Bin_14	4014	s_SalMarSW160220MG_4_8917368_Bin_14	BACTERIA	77.46	2.82	4062685	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	unknown	unknown	0.767933966	0.968813621	0.264975515	0.025464256	0.02392785	0.03756396	0.000860743	0.000623938	0.000342681	0.000585952	0.001299601	0.003181112	0.000574637	0.000369352	4.04105E-05	0.017439544	2	99.01	99.01
s_SalMarSW160220MG_4_8917368_Bin_18_contigs	s_SalMarSW160220MG_4_8917368_Bin_18	3033	s_SalMarSW160220MG_4_8917368_Bin_18	BACTERIA	84.51	2.82	2895590	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	envOPS12	UBA5796	1.734404588	1.455390474	0.404440141	0.030492935	0.061402098	0.12080711	0.007981069	0.005119199	0.000923783	0.006329088	0.004917955	0.002578996	0.005134555	0.002052044	0.001092699	0.097675347	2	98.96	98.96
s_SalMarSW160220MG_4_8917368_Bin_26_contigs	s_SalMarSW160220MG_4_8917368_Bin_26	4717	s_SalMarSW160220MG_4_8917368_Bin_26	BACTERIA	97.18	5.63	5636959	Bacteria	Myxococcota	XYA12-FULL-58-9	unknown	unknown	unknown	0.517347812	1.072238571	0.129030642	0.021474934	0.04786863	0.063345842	0.015009258	0.015938699	0.010385492	0.019834269	0.020880092	0.019417232	0.015796454	0.010050893	0.002997649	0.021828121	1	0	0
s_SalMarSW160220MG_4_8917368_Bin_31_contigs	s_SalMarSW160220MG_4_8917368_Bin_31	4159	s_SalMarSW160220MG_4_8917368_Bin_31	BACTERIA	100	1.41	4805081	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	GCA-2748055	GCA-2748055	0.037894517	0.789294134	0.349817304	0.035035072	0.011934021	0.022448018	0.0006005	0.00056413	0.000337832	0.000509172	0.000687786	0.001331929	0.000603732	0.000404105	0.000190737	0.005718082	1	0	0
s_SalMarSW160220MG_4_8917368_Bin_4_2_contigs	s_SalMarSW160220MG_4_8917368_Bin_4_2	2943	s_SalMarSW160220MG_4_8917368_Bin_4_2	BACTERIA	90.14	0	3020499	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	unknown	0.528611827	1.145733907	0.11677172	0.079052585	0.038882958	0.028233181	0.000543925	0.000995714	0.00136749	0.002278342	0.005706767	0.003391247	0.000491391	0.000328133	5.17254E-05	0.01768039	5	99.57	99.09
s_SalMarSW160220MG_4_8917368_Bin_56_contigs	s_SalMarSW160220MG_4_8917368_Bin_56	1366	s_SalMarSW160220MG_4_8917368_Bin_56	ARCHAEA	77.63	1.32	1295440	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	UBA11576	unknown	0.081972645	0.215042718	0.029438222	0.006170679	0.003769489	0.007284392	0.000727389	0.000261052	5.415E-05	0.000190737	0.000174573	0.000417844	0.000268326	0.000238422	1.85888E-05	0.001200191	1	0	0
s_SalMarSW160220MG_4_8917368_Bin_8_2_contigs	s_SalMarSW160220MG_4_8917368_Bin_8_2	2186	s_SalMarSW160220MG_4_8917368_Bin_8_2	BACTERIA	87.32	1.41	2004801	Bacteria	Actinobacteriota	Acidimicrobiia	UBA5794	UBA4744	BMS3Bbin01	0.39188784	0.650273215	0.039221597	0.06429468	0.030454141	0.04244312	0.000842962	0.000233573	0.000141437	0.000604541	0.00106522	0.001175137	0.000231956	0.000144669	0.000170532	0.005797287	2	99.09	99.09
s_SalMarSW160220MG_4_8917368_Bin_9_2_contigs	s_SalMarSW160220MG_4_8917368_Bin_9_2	3268	s_SalMarSW160220MG_4_8917368_Bin_9_2	ARCHAEA	84.21	5.26	3162479	Archaea	Asgardarchaeota	Lokiarchaeia	Thorarchaeales	Thorarchaeaceae	MP8T-1	0.416846965	0.86845906	0.753601179	0.189757076	0.019348535	0.033251354	0.003072812	0.000973892	0.00128182	0.001442654	0.003893145	0.0016835	0.005746369	0.01087365	0.003586025	0.024851633	1	0	0
s_SalMarSW160230MG_3_8942301_Bin_27_contigs	s_SalMarSW160230MG_3_8942301_Bin_27	2382	s_SalMarSW160230MG_3_8942301_Bin_27	BACTERIA	94.37	0	2711699	Bacteria	Zixibacteria	MSB-5A5	MSB-5A5	SM1-73	SM23-73-3	0.002583846	8.16292E-05	0.002671132	0.002714776	0.003925473	0.042491613	0.001626926	0.002212069	0.000994906	0.000490583	0.000718498	0.001374764	0.001011878	0.004082266	0.000102643	0.259374624	2	99.91	99.91
s_SalMarSW160230MG_3_8942301_Bin_43_1_contigs	s_SalMarSW160230MG_3_8942301_Bin_43_1	686	s_SalMarSW160230MG_3_8942301_Bin_43_1	BACTERIA	70.42	1.41	609918	Bacteria	Patescibacteria	Paceibacteria	Portnoybacterales	UBA2143	unknown	0.084073182	0.000134163	0.062949011	0.010631187	0.262543613	0.278895307	0.154331639	0.069693519	0.094842573	0.083019277	0.044773996	0.141262892	0.052577259	0.076247289	0.010096153	0.084604175	14	99.4	98.81
s_SalMarSW160230MG_3_8942301_Bin_47_contigs	s_SalMarSW160230MG_3_8942301_Bin_47	1926	s_SalMarSW160230MG_3_8942301_Bin_47	BACTERIA	97.18	0	2021545	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	SM23-28-2	SM23-28-2	0.051337465	0.000238422	1.585711018	0.023926233	0.953687173	0.525239978	0.556484547	0.655456263	0.225182514	0.272767463	2.575597085	0.9557966	1.222976102	0.643603871	0.063657811	0.563825514	15	100	99.57
s_SalMarSW160230MG_3_8942301_Bin_9_contigs	s_SalMarSW160230MG_3_8942301_Bin_9	3374	s_SalMarSW160230MG_3_8942301_Bin_9	BACTERIA	85.92	1.41	3426513	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823_A	9FT-COMBO-55-16	0.068647696	0.013091377	0.212049918	0.41154996	2.581398413	1.56561489	0.405506169	0.035358356	0.002118317	0.004526781	0.006061571	0.007844481	0.003726654	0.135069583	0.000716074	0.025793197	5	99.38	99.14
s_SalMarSW160230MG_4_8917369_Bin_2_2_contigs	s_SalMarSW160230MG_4_8917369_Bin_2_2	3553	s_SalMarSW160230MG_4_8917369_Bin_2_2	ARCHAEA	88.16	2.63	3605316	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	unknown	unknown	0.40291505	1.061787614	2.431498186	1.243377734	0.103721562	0.15576217	0.020346673	0.025950798	0.056789647	0.009554652	0.027145331	0.034040975	0.018571037	0.032894125	0.011136318	0.064290639	2	99.75	99.75
s_SalMarSW160230MG_4_8917369_Bin_20_contigs	s_SalMarSW160230MG_4_8917369_Bin_20	3073	s_SalMarSW160230MG_4_8917369_Bin_20	BACTERIA	85.92	4.23	3106759	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	SZUA-6	unknown	0.166655217	0.763277871	0.746954465	0.113175997	0.025705102	0.023948863	0.000821949	0.001274546	0.000133355	0.000854277	0.001976072	0.001769979	0.000332174	0.000287723	4.12187E-05	0.010993265	2	99.09	99.09
s_SalMarSW160230MG_4_8917369_Bin_47_1_contigs	s_SalMarSW160230MG_4_8917369_Bin_47_1	796	s_SalMarSW160230MG_4_8917369_Bin_47_1	BACTERIA	78.87	2.82	753436	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	unknown	unknown	0.000134971	0.069473686	0.143460413	0.024001397	0.003708065	0.008433666	9.94098E-05	6.70814E-05	3.79858E-05	0.0001083	0.000118807	0.000214176	0.000121231	3.39448E-05	1.69724E-05	0.000880948	1	0	0
s_SalMarSW160230MG_4_8917369_Bin_5_contigs	s_SalMarSW160230MG_4_8917369_Bin_5	3351	s_SalMarSW160230MG_4_8917369_Bin_5	BACTERIA	81.69	1.41	3429402	Bacteria	Chloroflexota	Anaerolineae	SBR1031	UBA3940	unknown	0.045595137	0.20990493	0.822678034	0.384870965	0.021619603	0.041326175	0.002103769	0.001116945	0.00018508	0.000851045	0.00136749	0.000397639	0.000273175	0.000286914	6.22321E-05	0.003798585	1	0	0
s_SalMarSW160230MG_4_8917369_Bin_55_contigs	s_SalMarSW160230MG_4_8917369_Bin_55	911	s_SalMarSW160230MG_4_8917369_Bin_55	BACTERIA	71.83	1.41	865375	Bacteria	Patescibacteria	WWE3	UBA101185	UBA10185	MEUV01	0.00042431	0.020717642	0.185899493	0.011887145	0.002975827	0.003269207	0.000203669	8.16292E-05	2.58627E-05	0.000133355	9.77933E-05	0.000147094	5.98075E-05	4.20269E-05	9.69851E-06	0.000924592	2	99.33	99.33
s_SalMarSW160230MG_4_8917369_Bin_6_1_contigs	s_SalMarSW160230MG_4_8917369_Bin_6_1	2859	s_SalMarSW160230MG_4_8917369_Bin_6_1	BACTERIA	54.93	1.41	3367168	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	LD21	0.013878573	0.581058156	0.578336915	0.00843609	0.014207514	0.025459406	0.002672749	0.000912468	0.001095932	0.001723103	0.001669761	0.000556048	0.000462296	0.000436433	0.000130122	0.006306458	2	99.65	99.65
s_SalMarSW160240MG_3_8917366_Bin_1_1_contigs	s_SalMarSW160240MG_3_8917366_Bin_1_1	2882	s_SalMarSW160240MG_3_8917366_Bin_1_1	BACTERIA	70.42	5.63	3033507	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	unknown	unknown	0.125359754	0.090289929	0.59875067	1.407652774	0.511648319	0.733879252	0.101675176	0.108616887	0.10467929	0.077268058	0.100255152	0.09939845	0.070021652	0.062400237	0.029404277	0.13853761	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_11_contigs	s_SalMarSW160240MG_3_8917366_Bin_11	4748	s_SalMarSW160240MG_3_8917366_Bin_11	BACTERIA	92.96	8.45	4675270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unknown	0.55573857	0.487033491	3.003265166	1.223553972	0.088751906	0.193675276	0.02934851	0.002822267	0.007714359	0.002663858	0.027578532	0.012203155	0.006008229	0.009358257	0.003777571	0.047510594	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_12_1_contigs	s_SalMarSW160240MG_3_8917366_Bin_12_1	2789	s_SalMarSW160240MG_3_8917366_Bin_12_1	BACTERIA	92.96	5.63	2831819	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unknown	0.07006772	0.008948495	0.053067842	0.270470531	0.016949769	0.016846318	0.001529941	0.002192672	0.000686978	0.001195342	0.001202616	0.002827925	0.070197842	0.093650464	0.044516986	0.026299136	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_14_2_contigs	s_SalMarSW160240MG_3_8917366_Bin_14_2	3247	s_SalMarSW160240MG_3_8917366_Bin_14_2	BACTERIA	95.77	4.23	3869524	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	unknown	0.008980015	0.018849869	0.154589458	0.769025857	0.114923345	0.241315183	0.011823296	0.008331831	0.012364797	0.004641547	0.007666675	0.007711127	0.007556759	0.007053244	0.001573584	0.040644046	2	99.63	99.63
